,x,y_min,y_max
0,0.0,0.0,0.0
1,10999.0,-2.0,2.0
2,10999.0,-0.2803126311541963,-0.2803126311541963
3,11000.0,-0.9591889311452169,-0.9591889311452169
4,21999.0,-0.9999966539582618,0.9999967314844704
5,21999.0,0.9999967314844704,0.9999967314844704
6,22000.0,0.542451979019298,0.542451979019298
7,32999.0,-0.9999985844688656,0.9999986347346752
8,32999.0,-0.28521746244157303,-0.28521746244157303
9,33000.0,0.6524150099838975,0.6524150099838975
10,43999.0,-0.9999997422689043,0.9999997201722166
11,43999.0,-0.8386971460445398,-0.8386971460445398
12,44000.0,-0.9114135066352592,-0.9114135066352592
13,54999.0,-0.9999999999848337,0.999999999696513
14,54999.0,0.7595274882323315,0.7595274882323315
15,55000.0,-0.13698155956977381,-0.13698155956977381
16,65999.0,-0.9999999695788462,0.9999999616890287
17,65999.0,0.4091600905874135,0.4091600905874135
18,66000.0,0.9888809540432028,0.9888809540432028
19,76999.0,-0.9999992663984799,0.9999993024574322
20,76999.0,-0.9909205888698278,-0.9909205888698278
21,77000.0,-0.42226220682228766,-0.42226220682228766
22,87999.0,-0.9999977620932506,0.9999976978651951
23,87999.0,0.15123715444921337,0.15123715444921337
24,88000.0,-0.7500781881664895,-0.7500781881664895
25,98999.0,-0.9999952560905441,0.9999953484876467
26,98999.0,0.905391147204698,0.905391147204698
27,99000.0,0.8464553812622058,0.8464553812622058
28,109999.0,-0.999992061642728,0.9999921491798808
29,109999.0,-0.6632647682388746,-0.6632647682388746
30,110000.0,0.27138063254623707,0.27138063254623707
31,120999.0,-0.9999954154384106,0.9999953237053861
32,120999.0,-0.5302937347320732,-0.5302937347320732
33,121000.0,-0.9999297974196709,-0.9999297974196709
34,131999.0,-0.9999977448935915,0.9999978084575674
35,131999.0,0.9631628138965735,0.9631628138965735
36,132000.0,0.29411160769787736,0.29411160769787736
37,142999.0,-0.9999993282352612,0.9999992928403896
38,142999.0,-0.014405601917061436,-0.014405601917061436
39,143000.0,0.8336002887401059,0.8336002887401059
40,153999.0,-0.9999999675444284,0.9999999747701649
41,153999.0,-0.9550159858680805,-0.9550159858680805
42,154000.0,-0.7655391978789294,-0.7655391978789294
43,164999.0,-0.9999999999072229,0.9999999998635031
44,164999.0,0.55449764708973,0.55449764708973
45,165000.0,-0.40066341945152417,-0.40066341945152417
46,175999.0,-0.9999997034488585,0.9999997262096272
47,175999.0,0.6414298546496517,0.6414298546496517
48,176000.0,0.9921271595880227,0.9921271595880227
49,186999.0,-0.9999985980888975,0.9999985471590076
50,186999.0,-0.9172467184758415,-0.9172467184758415
51,187000.0,-0.16041617986657883,-0.16041617986657883
52,197999.0,-0.9999965176270489,0.9999965967260154
53,197999.0,-0.12269753661495954,-0.12269753661495954
54,198000.0,-0.9014066858525233,-0.9014066858525233
55,208999.0,-0.9999937221227285,0.9999936148547544
56,208999.0,0.9866360946419235,0.9866360946419235
57,209000.0,0.6701904534897386,0.6701904534897386
58,219999.0,-0.9999939823058829,0.9999938772747392
59,219999.0,-0.435276690080277,-0.435276690080277
60,220000.0,0.5223925771499801,0.5223925771499801
61,230999.0,-0.9999967107051874,0.999996787567317
62,230999.0,-0.7404732227735983,-0.7404732227735983
63,231000.0,-0.9656201421556273,-0.9656201421556273
64,241999.0,-0.9999987195881798,0.9999986708951313
65,241999.0,0.8540379497882715,0.8540379497882715
66,242000.0,0.023696457121741062,0.023696457121741062
67,252999.0,-0.9999997578428591,0.999999778366784
68,252999.0,0.25748748244910524,0.25748748244910524
69,253000.0,0.9522190387399663,0.9522190387399663
70,263999.0,-0.9999999996208419,0.9999999999966023
71,263999.0,-0.9996553457901732,-0.9996553457901732
72,264000.0,-0.562206739353248,-0.562206739353248
73,274999.0,-0.9999999458857258,0.9999999553483064
74,274999.0,0.30784954663198166,0.30784954663198166
75,275000.0,-0.6342731696023407,-0.6342731696023407
76,285999.0,-0.9999992394712482,0.999999201839534
77,285999.0,0.825556593825499,0.825556593825499
78,286000.0,0.9209084767459443,0.9209084767459443
79,296999.0,-0.9999975845506625,0.9999976503514775
80,296999.0,-0.774728170406753,-0.774728170406753
81,297000.0,0.11347001030185533,0.11347001030185533
82,307999.0,-0.9999951879903819,0.9999950940205236
83,307999.0,-0.3874230670578525,-0.3874230670578525
84,308000.0,-0.9850793920358987,-0.9850793920358987
85,318999.0,-0.9999923545609573,0.999992236231715
86,318999.0,0.9938282899132835,0.9938282899132835
87,319000.0,0.44362385134540827,0.44362385134540827
88,329999.0,-0.9999954819038543,0.9999955720641229
89,329999.0,-0.17461857579676812,-0.17461857579676812
90,330000.0,0.734195933846735,0.734195933846735
91,340999.0,-0.9999979163277787,0.9999978543365626
92,340999.0,-0.8950759076256822,-0.8950759076256822
93,341000.0,-0.858835103655812,-0.858835103655812
94,351999.0,-0.9999993535277679,0.9999993873498774
95,351999.0,0.6808125921146417,0.6808125921146417
96,352000.0,-0.24849724977923976,-0.24849724977923976
97,362999.0,-0.9999999851291344,0.9999999794761611
98,362999.0,0.5100546402379188,0.5100546402379188
99,363000.0,0.9993682359164819,0.9993682359164819
100,373999.0,-0.999999999964651,0.99999999976377
101,373999.0,-0.9692647833578151,-0.9692647833578151
102,374000.0,-0.316677409497398,-0.316677409497398
103,384999.0,-0.999999686240178,0.9999996619066466
104,384999.0,0.038095555050935384,0.038095555050935384
105,385000.0,-0.8202770455214156,-0.8202770455214156
106,395999.0,-0.9999984568611772,0.9999985093638278
107,395999.0,0.9477205301265506,0.9477205301265506
108,396000.0,0.7805702800666369,0.7805702800666369
109,406999.0,-0.9999964592454028,0.9999963785736785
110,406999.0,-0.5740617869699881,-0.5740617869699881
